SoldTo,Ship to Customer,Key_Account,Key_Account_Grouper
Customer_1055,ShipToCustomer_1821,Key_Account_263,Region_38
Customer_1055,ShipToCustomer_2954,Key_Account_263,Region_38
Customer_1056,ShipToCustomer_458,Key_Account_140,Region_14
Customer_1056,ShipToCustomer_8848,Key_Account_140,Region_14
Customer_1057,ShipToCustomer_6572,Key_Account_233,Region_9
Customer_1058,ShipToCustomer_1916,Key_Account_398,WorldWide
Customer_106,ShipToCustomer_1768,Key_Account_101,Region_45
Customer_1060,ShipToCustomer_3834,Key_Account_137,Region_5
Customer_1061,ShipToCustomer_143,Key_Account_64,Region_32
Customer_1061,ShipToCustomer_4295,Key_Account_64,Region_32
Customer_1063,ShipToCustomer_208,Key_Account_152,Region_9
Customer_1064,ShipToCustomer_1361,Key_Account_231,Region_20
Customer_1064,ShipToCustomer_5501,Key_Account_231,Region_20
Customer_1065,ShipToCustomer_1049,Key_Account_214,Region_4
Customer_1067,ShipToCustomer_242,Key_Account_394,Region_45
Customer_1068,ShipToCustomer_1405,Key_Account_224,Region_37
Customer_1068,ShipToCustomer_8507,Key_Account_224,Region_37
Customer_107,ShipToCustomer_4811,Key_Account_354,Region_18
Customer_107,ShipToCustomer_8846,Key_Account_354,Region_18
Customer_1071,ShipToCustomer_4386,Key_Account_380,Region_19
Customer_1071,ShipToCustomer_5994,Key_Account_380,Region_19
Customer_1074,ShipToCustomer_1666,Key_Account_213,Region_33
Customer_1074,ShipToCustomer_2329,Key_Account_213,Region_33
Customer_1075,ShipToCustomer_1561,Key_Account_55,Region_12
Customer_1077,ShipToCustomer_7799,Key_Account_333,Region_24
Customer_1078,ShipToCustomer_9991,Key_Account_264,Region_20
Customer_1079,ShipToCustomer_210,Key_Account_346,Region_9
Customer_1079,ShipToCustomer_7460,Key_Account_346,Region_9
Customer_108,ShipToCustomer_4951,Key_Account_299,Region_39
Customer_1081,ShipToCustomer_6155,Key_Account_290,Region_22
Customer_1081,ShipToCustomer_9810,Key_Account_290,Region_22
Customer_1082,ShipToCustomer_1150,Key_Account_166,Region_16
Customer_1083,ShipToCustomer_5081,Key_Account_105,Region_32
Customer_1083,ShipToCustomer_6070,Key_Account_105,Region_32
Customer_1083,ShipToCustomer_7204,Key_Account_105,Region_32
Customer_1083,ShipToCustomer_8657,Key_Account_105,Region_32
Customer_1083,ShipToCustomer_8895,Key_Account_105,Region_32
Customer_1084,ShipToCustomer_2641,Key_Account_294,Special
Customer_1084,ShipToCustomer_3348,Key_Account_294,Special
Customer_1084,ShipToCustomer_4398,Key_Account_294,Special
Customer_1085,ShipToCustomer_5438,Key_Account_65,Region_33
Customer_1087,ShipToCustomer_6519,Key_Account_184,Region_23
Customer_109,ShipToCustomer_4781,Key_Account_334,Region_25
Customer_109,ShipToCustomer_8563,Key_Account_334,Region_25
Customer_1091,ShipToCustomer_7473,Key_Account_29,Region_5
Customer_1091,ShipToCustomer_8572,Key_Account_29,Region_5
Customer_1093,ShipToCustomer_5376,Key_Account_299,Region_39
Customer_1093,ShipToCustomer_5710,Key_Account_299,Region_39
Customer_1093,ShipToCustomer_7685,Key_Account_299,Region_39
Customer_1096,ShipToCustomer_1471,Key_Account_293,Region_45
Customer_1096,ShipToCustomer_9001,Key_Account_293,Region_45
Customer_1097,ShipToCustomer_7084,Key_Account_305,Region_18
Customer_1098,ShipToCustomer_6656,Key_Account_92,WorldWide
Customer_1098,ShipToCustomer_7708,Key_Account_92,WorldWide
Customer_1099,ShipToCustomer_6736,Key_Account_396,Region_33
Customer_110,ShipToCustomer_9985,Key_Account_168,Region_50
Customer_1100,ShipToCustomer_1186,Key_Account_304,Region_13
Customer_1100,ShipToCustomer_3309,Key_Account_304,Region_13
Customer_1100,ShipToCustomer_3519,Key_Account_304,Region_13
Customer_1100,ShipToCustomer_6263,Key_Account_304,Region_13
Customer_1100,ShipToCustomer_6561,Key_Account_304,Region_13
Customer_1100,ShipToCustomer_6662,Key_Account_304,Region_13
Customer_1101,ShipToCustomer_4622,Key_Account_128,Region_27
Customer_1101,ShipToCustomer_958,Key_Account_128,Region_27
Customer_1102,ShipToCustomer_3008,Key_Account_376,Region_8
Customer_1103,ShipToCustomer_4450,Key_Account_100,Region_6
Customer_1103,ShipToCustomer_4902,Key_Account_100,Region_6
Customer_1104,ShipToCustomer_4376,Key_Account_278,Region_10
Customer_1105,ShipToCustomer_1312,Key_Account_349,Special
Customer_1105,ShipToCustomer_7579,Key_Account_349,Special
Customer_1106,ShipToCustomer_169,Key_Account_372,Region_17
Customer_1106,ShipToCustomer_3148,Key_Account_372,Region_17
Customer_1108,ShipToCustomer_9239,Key_Account_189,Region_42
Customer_111,ShipToCustomer_3896,Key_Account_84,Region_40
Customer_1110,ShipToCustomer_3642,Key_Account_12,Region_5
Customer_1112,ShipToCustomer_7122,Key_Account_16,Region_6
Customer_1113,ShipToCustomer_4552,Key_Account_310,Region_5
Customer_1113,ShipToCustomer_600,Key_Account_310,Region_5
Customer_1114,ShipToCustomer_6480,Key_Account_362,Region_4
Customer_1115,ShipToCustomer_2048,Key_Account_231,Region_20
Customer_1116,ShipToCustomer_5263,Key_Account_171,Region_40
Customer_1116,ShipToCustomer_5402,Key_Account_171,Region_40
Customer_1117,ShipToCustomer_3427,Key_Account_303,Region_40
Customer_1118,ShipToCustomer_955,Key_Account_397,Region_36
Customer_1120,ShipToCustomer_638,Key_Account_131,Region_15
Customer_1121,ShipToCustomer_3101,Key_Account_264,Region_20
Customer_1121,ShipToCustomer_5212,Key_Account_264,Region_20
Customer_1121,ShipToCustomer_7802,Key_Account_264,Region_20
Customer_1121,ShipToCustomer_8617,Key_Account_264,Region_20
Customer_1125,ShipToCustomer_1794,Key_Account_249,Region_19
Customer_1125,ShipToCustomer_2880,Key_Account_249,Region_19
Customer_113,ShipToCustomer_9783,Key_Account_117,Region_8
Customer_1131,ShipToCustomer_2497,Key_Account_115,Region_27
Customer_1132,ShipToCustomer_2425,Key_Account_306,Region_26
Customer_1132,ShipToCustomer_4372,Key_Account_306,Region_26
Customer_1132,ShipToCustomer_5324,Key_Account_306,Region_26
Customer_1133,ShipToCustomer_3281,Key_Account_131,Region_15
Customer_1134,ShipToCustomer_5912,Key_Account_25,Region_31
Customer_1136,ShipToCustomer_1089,Key_Account_90,Region_21
Customer_1136,ShipToCustomer_3424,Key_Account_90,Region_21
Customer_1136,ShipToCustomer_3785,Key_Account_90,Region_21
Customer_1136,ShipToCustomer_7099,Key_Account_90,Region_21
Customer_1136,ShipToCustomer_7725,Key_Account_90,Region_21
Customer_1138,ShipToCustomer_5285,Key_Account_167,Region_44
Customer_1139,ShipToCustomer_2017,Key_Account_107,Region_44
Customer_1139,ShipToCustomer_8443,Key_Account_107,Region_44
Customer_1139,ShipToCustomer_9199,Key_Account_107,Region_44
Customer_114,ShipToCustomer_560,Key_Account_247,Region_16
Customer_1140,ShipToCustomer_6769,Key_Account_245,Region_17
Customer_1141,ShipToCustomer_2864,Key_Account_352,Region_47
Customer_1142,ShipToCustomer_3452,Key_Account_258,Region_39
Customer_1142,ShipToCustomer_52,Key_Account_258,Region_39
Customer_1142,ShipToCustomer_7640,Key_Account_258,Region_39
Customer_1144,ShipToCustomer_4374,Key_Account_133,Region_32
Customer_1144,ShipToCustomer_6947,Key_Account_133,Region_32
Customer_1144,ShipToCustomer_892,Key_Account_133,Region_32
Customer_1144,ShipToCustomer_9415,Key_Account_133,Region_32
Customer_1145,ShipToCustomer_1895,Key_Account_41,Region_24
Customer_1145,ShipToCustomer_3410,Key_Account_41,Region_24
Customer_1146,ShipToCustomer_135,Key_Account_128,Region_27
Customer_1146,ShipToCustomer_6164,Key_Account_128,Region_27
Customer_1148,ShipToCustomer_3667,Key_Account_250,Region_30
Customer_1148,ShipToCustomer_4780,Key_Account_250,Region_30
Customer_1149,ShipToCustomer_6428,Key_Account_118,Region_24
Customer_115,ShipToCustomer_3619,Key_Account_278,Region_10
Customer_1150,ShipToCustomer_4952,Key_Account_13,Region_40
Customer_1151,ShipToCustomer_1937,Key_Account_281,Region_36
Customer_1151,ShipToCustomer_3796,Key_Account_281,Region_36
Customer_1151,ShipToCustomer_833,Key_Account_281,Region_36
Customer_1152,ShipToCustomer_6468,Key_Account_288,Region_21
Customer_1154,ShipToCustomer_7884,Key_Account_210,Region_42
Customer_1156,ShipToCustomer_2449,Key_Account_262,Region_13
Customer_1157,ShipToCustomer_2122,Key_Account_93,Region_33
Customer_1157,ShipToCustomer_9008,Key_Account_93,Region_33
Customer_1158,ShipToCustomer_4521,Key_Account_394,Region_45
Customer_1158,ShipToCustomer_7312,Key_Account_394,Region_45
Customer_116,ShipToCustomer_6739,Key_Account_202,Region_27
Customer_1160,ShipToCustomer_5821,Key_Account_189,Region_42
Customer_1160,ShipToCustomer_8898,Key_Account_189,Region_42
Customer_1161,ShipToCustomer_8683,Key_Account_113,Region_1
Customer_1161,ShipToCustomer_9301,Key_Account_113,Region_1
Customer_1162,ShipToCustomer_3000,Key_Account_4,Region_36
Customer_1162,ShipToCustomer_5653,Key_Account_4,Region_36
Customer_1162,ShipToCustomer_6229,Key_Account_4,Region_36
Customer_1164,ShipToCustomer_234,Key_Account_21,Region_19
Customer_1164,ShipToCustomer_5730,Key_Account_21,Region_19
Customer_1164,ShipToCustomer_6273,Key_Account_21,Region_19
Customer_1165,ShipToCustomer_6024,Key_Account_127,Region_16
Customer_1166,ShipToCustomer_3529,Key_Account_331,Region_6
Customer_1166,ShipToCustomer_582,Key_Account_331,Region_6
Customer_1167,ShipToCustomer_890,Key_Account_105,Region_32
Customer_1168,ShipToCustomer_1533,Key_Account_191,WorldWide
Customer_1169,ShipToCustomer_3134,Key_Account_287,Region_10
Customer_117,ShipToCustomer_1167,Key_Account_4,Region_36
Customer_117,ShipToCustomer_1316,Key_Account_4,Region_36
Customer_117,ShipToCustomer_2974,Key_Account_4,Region_36
Customer_1170,ShipToCustomer_6107,Key_Account_179,Special
Customer_1171,ShipToCustomer_4402,Key_Account_153,Region_28
Customer_1174,ShipToCustomer_3491,Key_Account_221,Region_5
Customer_1174,ShipToCustomer_9859,Key_Account_221,Region_5
Customer_1176,ShipToCustomer_3523,Key_Account_122,Region_35
Customer_1177,ShipToCustomer_3015,Key_Account_226,Region_49
Customer_1179,ShipToCustomer_4884,Key_Account_256,Region_39
Customer_1179,ShipToCustomer_6583,Key_Account_256,Region_39
Customer_1180,ShipToCustomer_1778,Key_Account_218,Region_38
Customer_1180,ShipToCustomer_7612,Key_Account_218,Region_38
Customer_1181,ShipToCustomer_5858,Key_Account_279,Region_18
Customer_1182,ShipToCustomer_164,Key_Account_32,Region_12
Customer_1182,ShipToCustomer_3702,Key_Account_32,Region_12
Customer_1183,ShipToCustomer_2473,Key_Account_395,Region_4
Customer_1183,ShipToCustomer_8736,Key_Account_395,Region_4
Customer_1184,ShipToCustomer_895,Key_Account_364,Region_1
Customer_1185,ShipToCustomer_9310,Key_Account_304,Region_13
Customer_1186,ShipToCustomer_5183,Key_Account_89,Region_37
Customer_1189,ShipToCustomer_2599,Key_Account_384,Region_49
Customer_1189,ShipToCustomer_7478,Key_Account_384,Region_49
Customer_119,ShipToCustomer_9667,Key_Account_27,Region_27
Customer_1191,ShipToCustomer_695,Key_Account_218,Region_38
Customer_1191,ShipToCustomer_9392,Key_Account_218,Region_38
Customer_1194,ShipToCustomer_246,Key_Account_198,Region_27
Customer_1196,ShipToCustomer_3085,Key_Account_114,Region_9
Customer_1197,ShipToCustomer_1353,Key_Account_35,Region_27
Customer_1197,ShipToCustomer_5405,Key_Account_35,Region_27
Customer_1197,ShipToCustomer_7349,Key_Account_35,Region_27
Customer_1198,ShipToCustomer_4485,Key_Account_182,Region_20
Customer_1198,ShipToCustomer_5642,Key_Account_182,Region_20
Customer_1198,ShipToCustomer_692,Key_Account_182,Region_20
Customer_1199,ShipToCustomer_5741,Key_Account_46,Region_7
Customer_1199,ShipToCustomer_6713,Key_Account_46,Region_7
Customer_12,ShipToCustomer_5453,Key_Account_271,Region_26
Customer_1200,ShipToCustomer_3802,Key_Account_80,Region_20
Customer_1200,ShipToCustomer_792,Key_Account_80,Region_20
Customer_1201,ShipToCustomer_3433,Key_Account_116,Region_16
Customer_1201,ShipToCustomer_4739,Key_Account_116,Region_16
Customer_1201,ShipToCustomer_9155,Key_Account_116,Region_16
Customer_1202,ShipToCustomer_7105,Key_Account_143,WorldWide
Customer_1203,ShipToCustomer_4286,Key_Account_36,Region_41
Customer_1205,ShipToCustomer_7739,Key_Account_86,Region_5
Customer_1207,ShipToCustomer_4110,Key_Account_25,Region_31
Customer_1207,ShipToCustomer_4828,Key_Account_25,Region_31
Customer_1208,ShipToCustomer_4998,Key_Account_236,Region_29
Customer_1208,ShipToCustomer_9478,Key_Account_236,Region_29
Customer_1209,ShipToCustomer_2746,Key_Account_129,Region_15
Customer_1209,ShipToCustomer_973,Key_Account_129,Region_15
Customer_1210,ShipToCustomer_5755,Key_Account_240,Region_15
Customer_1210,ShipToCustomer_7857,Key_Account_240,Region_15
Customer_1211,ShipToCustomer_6531,Key_Account_145,Region_23
Customer_1212,ShipToCustomer_2277,Key_Account_303,Region_40
Customer_1212,ShipToCustomer_3044,Key_Account_303,Region_40
Customer_1213,ShipToCustomer_6529,Key_Account_98,Region_18
Customer_1214,ShipToCustomer_1147,Key_Account_13,Region_40
Customer_1214,ShipToCustomer_1484,Key_Account_13,Region_40
Customer_1214,ShipToCustomer_4827,Key_Account_13,Region_40
Customer_1214,ShipToCustomer_5856,Key_Account_13,Region_40
Customer_1214,ShipToCustomer_6589,Key_Account_13,Region_40
Customer_1214,ShipToCustomer_7958,Key_Account_13,Region_40
Customer_1215,ShipToCustomer_8699,Key_Account_181,Region_10
Customer_1216,ShipToCustomer_5694,Key_Account_284,Region_31
Customer_1216,ShipToCustomer_5714,Key_Account_284,Region_31
Customer_1216,ShipToCustomer_8758,Key_Account_284,Region_31
Customer_1217,ShipToCustomer_9801,Key_Account_310,Region_5
Customer_1218,ShipToCustomer_1779,Key_Account_199,Region_2
Customer_1218,ShipToCustomer_8668,Key_Account_199,Region_2
Customer_1219,ShipToCustomer_1705,Key_Account_263,Region_38
Customer_1219,ShipToCustomer_1931,Key_Account_263,Region_38
Customer_1219,ShipToCustomer_3608,Key_Account_263,Region_38
Customer_122,ShipToCustomer_6525,Key_Account_345,Region_29
Customer_1220,ShipToCustomer_3645,Key_Account_152,Region_9
Customer_1220,ShipToCustomer_5654,Key_Account_152,Region_9
Customer_1222,ShipToCustomer_1727,Key_Account_219,Region_12
Customer_1222,ShipToCustomer_2042,Key_Account_219,Region_12
Customer_1222,ShipToCustomer_4117,Key_Account_219,Region_12
Customer_1222,ShipToCustomer_6140,Key_Account_219,Region_12
Customer_1223,ShipToCustomer_2104,Key_Account_102,Region_48
Customer_1223,ShipToCustomer_2774,Key_Account_102,Region_48
Customer_1223,ShipToCustomer_855,Key_Account_102,Region_48
Customer_1224,ShipToCustomer_7208,Key_Account_283,Region_42
Customer_1225,ShipToCustomer_1884,Key_Account_224,Region_37
Customer_1225,ShipToCustomer_4459,Key_Account_224,Region_37
Customer_1227,ShipToCustomer_531,Key_Account_333,Region_24
Customer_1227,ShipToCustomer_6977,Key_Account_333,Region_24
Customer_1228,ShipToCustomer_2968,Key_Account_266,Region_3
Customer_1228,ShipToCustomer_3141,Key_Account_266,Region_3
Customer_123,ShipToCustomer_398,Key_Account_34,Special
Customer_1230,ShipToCustomer_4439,Key_Account_34,Special
Customer_1230,ShipToCustomer_5497,Key_Account_34,Special
Customer_1230,ShipToCustomer_6704,Key_Account_34,Special
Customer_1231,ShipToCustomer_1885,Key_Account_318,Region_7
Customer_1231,ShipToCustomer_8249,Key_Account_318,Region_7
Customer_1234,ShipToCustomer_4764,Key_Account_83,Region_20
Customer_1237,ShipToCustomer_6228,Key_Account_347,Region_8
Customer_1238,ShipToCustomer_5379,Key_Account_302,Region_22
Customer_1239,ShipToCustomer_3204,Key_Account_36,Region_41
Customer_1239,ShipToCustomer_449,Key_Account_36,Region_41
Customer_124,ShipToCustomer_4941,Key_Account_390,Region_41
Customer_124,ShipToCustomer_8463,Key_Account_390,Region_41
Customer_124,ShipToCustomer_9132,Key_Account_390,Region_41
Customer_1240,ShipToCustomer_7414,Key_Account_306,Region_26
Customer_1241,ShipToCustomer_9817,Key_Account_44,Region_40
Customer_1242,ShipToCustomer_5136,Key_Account_322,Region_28
Customer_1242,ShipToCustomer_563,Key_Account_322,Region_28
Customer_1244,ShipToCustomer_6272,Key_Account_212,Region_30
Customer_1245,ShipToCustomer_1377,Key_Account_327,Region_45
Customer_125,ShipToCustomer_7542,Key_Account_53,Region_40
Customer_1250,ShipToCustomer_4430,Key_Account_382,Region_25
Customer_1250,ShipToCustomer_7923,Key_Account_382,Region_25
Customer_1250,ShipToCustomer_8421,Key_Account_382,Region_25
Customer_1252,ShipToCustomer_2875,Key_Account_88,Region_35
Customer_1252,ShipToCustomer_7079,Key_Account_88,Region_35
Customer_1255,ShipToCustomer_9290,Key_Account_393,Region_50
Customer_1256,ShipToCustomer_5543,Key_Account_397,Region_36
Customer_1256,ShipToCustomer_5613,Key_Account_397,Region_36
Customer_1256,ShipToCustomer_8664,Key_Account_397,Region_36
Customer_1257,ShipToCustomer_2281,Key_Account_317,Region_39
Customer_1257,ShipToCustomer_6784,Key_Account_317,Region_39
Customer_126,ShipToCustomer_271,Key_Account_390,Region_41
Customer_126,ShipToCustomer_4254,Key_Account_390,Region_41
Customer_1260,ShipToCustomer_5733,Key_Account_55,Region_12
Customer_1260,ShipToCustomer_7747,Key_Account_55,Region_12
Customer_1262,ShipToCustomer_7398,Key_Account_272,Region_32
Customer_1263,ShipToCustomer_6688,Key_Account_86,Region_5
Customer_1263,ShipToCustomer_702,Key_Account_86,Region_5
Customer_1263,ShipToCustomer_9839,Key_Account_86,Region_5
Customer_1264,ShipToCustomer_336,Key_Account_397,Region_36
Customer_1264,ShipToCustomer_7573,Key_Account_397,Region_36
Customer_1265,ShipToCustomer_9342,Key_Account_378,Region_39
Customer_1266,ShipToCustomer_4527,Key_Account_306,Region_26
Customer_1268,ShipToCustomer_2652,Key_Account_46,Region_7
Customer_1268,ShipToCustomer_898,Key_Account_46,Region_7
Customer_1269,ShipToCustomer_1292,Key_Account_158,Region_25
Customer_1269,ShipToCustomer_3674,Key_Account_158,Region_25
Customer_1269,ShipToCustomer_4143,Key_Account_158,Region_25
Customer_1269,ShipToCustomer_8419,Key_Account_158,Region_25
Customer_127,ShipToCustomer_1092,Key_Account_324,Region_43
Customer_127,ShipToCustomer_3126,Key_Account_324,Region_43
Customer_127,ShipToCustomer_5565,Key_Account_324,Region_43
Customer_127,ShipToCustomer_7608,Key_Account_324,Region_43
Customer_1270,ShipToCustomer_9500,Key_Account_377,Region_20
Customer_1271,ShipToCustomer_7074,Key_Account_148,Region_43
Customer_1271,ShipToCustomer_8722,Key_Account_148,Region_43
Customer_1272,ShipToCustomer_2371,Key_Account_153,Region_28
Customer_1272,ShipToCustomer_2634,Key_Account_153,Region_28
Customer_1272,ShipToCustomer_6510,Key_Account_153,Region_28
Customer_1274,ShipToCustomer_1940,Key_Account_108,Region_14
Customer_1274,ShipToCustomer_693,Key_Account_108,Region_14
Customer_1274,ShipToCustomer_9107,Key_Account_108,Region_14
Customer_1276,ShipToCustomer_5384,Key_Account_45,Region_15
Customer_1277,ShipToCustomer_7906,Key_Account_253,Region_47
Customer_1278,ShipToCustomer_3333,Key_Account_31,Region_44
Customer_1279,ShipToCustomer_9359,Key_Account_182,Region_20
Customer_128,ShipToCustomer_1090,Key_Account_387,Region_38
Customer_128,ShipToCustomer_6628,Key_Account_387,Region_38
Customer_128,ShipToCustomer_8509,Key_Account_387,Region_38
Customer_1281,ShipToCustomer_7119,Key_Account_202,Region_27
Customer_1281,ShipToCustomer_8222,Key_Account_202,Region_27
Customer_1282,ShipToCustomer_7871,Key_Account_168,Region_50
Customer_1283,ShipToCustomer_989,Key_Account_326,Region_32
Customer_1284,ShipToCustomer_2768,Key_Account_355,Region_2
Customer_1284,ShipToCustomer_3998,Key_Account_355,Region_2
Customer_1287,ShipToCustomer_1615,Key_Account_266,Region_3
Customer_1287,ShipToCustomer_5041,Key_Account_266,Region_3
Customer_1287,ShipToCustomer_7932,Key_Account_266,Region_3
Customer_1287,ShipToCustomer_7984,Key_Account_266,Region_3
Customer_1288,ShipToCustomer_3404,Key_Account_150,Region_29
Customer_1288,ShipToCustomer_5325,Key_Account_150,Region_29
Customer_1288,ShipToCustomer_8739,Key_Account_150,Region_29
Customer_1289,ShipToCustomer_3901,Key_Account_121,Region_32
Customer_1289,ShipToCustomer_7117,Key_Account_121,Region_32
Customer_1291,ShipToCustomer_5451,Key_Account_313,Region_40
Customer_1294,ShipToCustomer_4665,Key_Account_278,Region_10
Customer_1294,ShipToCustomer_7974,Key_Account_278,Region_10
Customer_1295,ShipToCustomer_9665,Key_Account_118,Region_24
Customer_1296,ShipToCustomer_7613,Key_Account_383,Region_2
Customer_1298,ShipToCustomer_8177,Key_Account_193,Region_23
Customer_1299,ShipToCustomer_1307,Key_Account_175,Region_43
Customer_1299,ShipToCustomer_2830,Key_Account_175,Region_43
Customer_1299,ShipToCustomer_8510,Key_Account_175,Region_43
Customer_1300,ShipToCustomer_3195,Key_Account_54,Region_1
Customer_1300,ShipToCustomer_844,Key_Account_54,Region_1
Customer_1304,ShipToCustomer_1086,Key_Account_374,Region_13
Customer_1304,ShipToCustomer_4721,Key_Account_374,Region_13
Customer_1304,ShipToCustomer_7866,Key_Account_374,Region_13
Customer_1305,ShipToCustomer_1658,Key_Account_371,Region_22
Customer_1306,ShipToCustomer_3363,Key_Account_360,Region_31
Customer_1306,ShipToCustomer_5133,Key_Account_360,Region_31
Customer_1307,ShipToCustomer_9371,Key_Account_337,Region_40
Customer_1308,ShipToCustomer_1426,Key_Account_304,Region_13
Customer_131,ShipToCustomer_2855,Key_Account_346,Region_9
Customer_131,ShipToCustomer_5482,Key_Account_346,Region_9
Customer_1310,ShipToCustomer_1783,Key_Account_134,Region_35
Customer_1311,ShipToCustomer_1264,Key_Account_392,Region_48
Customer_1311,ShipToCustomer_6438,Key_Account_392,Region_48
Customer_1311,ShipToCustomer_8106,Key_Account_392,Region_48
Customer_1312,ShipToCustomer_1582,Key_Account_219,Region_12
Customer_1312,ShipToCustomer_3611,Key_Account_219,Region_12
Customer_1312,ShipToCustomer_6754,Key_Account_219,Region_12
Customer_1313,ShipToCustomer_149,Key_Account_256,Region_39
Customer_1314,ShipToCustomer_4747,Key_Account_86,Region_5
Customer_1314,ShipToCustomer_482,Key_Account_86,Region_5
